CMTE_ID,CMTE_NM,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,FEC_ELECTION_YR
C00697540,DURAN FOR CONGRESS,DENVER,CO,80221,H0CO01136,2020
C00697789,JERRY CARL FOR CONGRESS,MOBILE,AL,36685,H0AL01055,2020
C00697920,GEORGE PHILLIPS FOR CONGRESS,ENDICOTT,NY,13761,H6NY22098,2020
C00698001,COMMITTEE TO ELECT ALLEN SMITH,CHARLOTTE,NC,28277,H0NC09153,2020
C00698068,LAUREN ASHCRAFT FOR CONGRESS,NEW YORK,NY,10163,H0NY12175,2020
C00698134,GANDHI FOR TEXAS,AUSTIN,TX,78766,H0TX10216,2020
C00254573,EDDIE BERNICE JOHNSON FOR CONGRESS,DALLAS,TX,75207,H2TX00015,2020
C00256925,SCOTT FOR CONGRESS,NEWPORT NEWS,VA,23607,H6VA01117,2020
C00257121,CITIZENS FOR RUSH,CHICAGO,IL,606807292,H2IL01042,2020
C00266940,SANFORD BISHOP FOR CONGRESS,COLUMBUS,GA,31902,H2GA02031,2020
C00272211,PETE KING FOR CONGRESS COMMITTEE,SEAFORD,NY,11783,H2NY03089,2020
C00698522,IKE JOHNSON FOR CONGRESS,JACKSONVILLE,NC,28546,H0NC03214,2020
C00698530,JOAN PERRY FOR CONGRESS,RALEIGH,NC,27624,H0NC03222,2020
C00698563,MCKAYLA WILKES FOR CONGRESS,DULLES,VA,20166,H0MD05183,2020
C00698605,CITIZENS FOR MAT PRUNEDA,DENTON,TX,76201,H0TX26139,2020
C00698613,ALBERT CHESTER FOR CONGRESS,JACKSONVILLE,FL,32277,H0FL05147,2020
C00698670,SEDGWICK FOR CONGRESS,LAGUNA HILLS,CA,92653,H0CA45087,2020
C00698779,ANN ASHFORD FOR CONGRESS,OMAHA,NE,68124,H0NE02169,2020
C00699249,STEPHANIE RIMMER FOR CONGRESS,SCOTTSDALE,AZ,85260,H0AZ06068,2020
C00699272,JOHN MCCANN FOR CONGRESS,HACKENSACK,NJ,7602,H8NJ05136,2020
C00699512,ERIC ROUSE FOR US CONGRESS,KINSTON,NC,28504,H0NC03271,2020
C00699579,TANIA BURGESS FOR CONGRESS INC,CHANDLER,TX,75758,H0TX32046,2020
C00699629,DAVID GREENE FOR CONGRESS,HARRAH,OK,73045,H0OK05197,2020
C00699926,JENNIFER BARBOSA FOR CONGRESS,GLENDALE,CA,91202,H0CA28141,2020
C00700559,GREG RATHS FOR CONGRESS 2020,MISSION VIEJO,CA,92692,H4CA45089,2020
C00445452,CONNOLLY FOR CONGRESS,MERRIFIELD,VA,22116,H8VA11062,2020
C00451336,RICHMOND FOR CONGRESS,NEW ORLEANS,LA,70112,H8LA02054,2020
C00454694,MARCIA FUDGE FOR CONGRESS,UNIVERSITY HEIGHTS,OH,44118,H8OH11141,2020
C00461806,PAUL GOSAR FOR CONGRESS,PRESCOTT,AZ,86302,H0AZ01259,2020
C00700583,FLETCHER FOR CONGRESS,DALLAS,TX,75211,H0TX24159,2020
C00700641,COMMITTEE TO ELECT LEIGH BROWN,HARRISBURG,NC,28075,H0NC09203,2020
C00700732,TOMAS FOR CONGRESS,THE BRONX,NY,10451,H0NY15178,2020
C00700807,PEGGY FOR CONGRESS,IRVINE,CA,92604,H0CA45095,2020
C00700898,COMMITTEE TO ELECT SAM PETERS,LAS VEGAS,NV,89131,H0NV04023,2020
C00700922,SCOTT COOPER FOR CONGRESS,WAKE FOREST,NC,27588,H0NC02083,2020
C00700930,COMMITTEE TO ELECT PETER KHALIL,VANCOUVER,WA,98665,H0WA03237,2020
C00700955,SUZETTE MARTINEZ VALLADARES FOR CONGRESS,ACTON,CA,93510,H0CA25097,2020
C00700963,WINTER FOR MONTANA,MISSOULA,MT,59807,H0MT00090,2020
C00700997,FREELAND FOR CONGRESS,COLORADO SPRINGS,CO,80925,H0CO05129,2020
C00701003,HUNT FOR CONGRESS,HOUSTON,TX,77056,H0TX07170,2020
C00701052,ADAIR FOR CONGRESS,COLUMBIA,SC,29260,H0SC02061,2020
C00701086,TIMKO FOR PA,CRANBERRY TWP,PA,16066,H0PA17099,2020
C00701102,MIKE GARCIA FOR CONGRESS,NEWPORT BEACH,CA,92660,H0CA25105,2020
C00701144,IRINA VILARINO FOR CONGRESS,DORAL,FL,33178,H0FL26010,2020
C00701185,JOSE FOR CONGRESS,SACRAMENTO,CA,95841,H0CA53073,2020
C00701227,ROGER MISSO FOR CONGRESS,LIVERPOOL,NY,13089,H0NY24055,2020
C00701250,REINIER CONGRESS 2020,TAMPA,FL,33606,H0NJ11131,2020
C00701284,CHRIS BUBSER FOR CONGRESS,MAMMOTH LAKES,CA,93546,H0CA08101,2020
C00701318,MARC FLORES FOR CONGRESS,HOUSTON,TX,77292,H0TX18268,2020
C00701334,PERRY GERSHON FOR CONGRESS,EAST HAMPTON,NY,11937,H8NY01155,2020
C00545673,BYRNE FOR CONGRESS,MOBILE,AL,36652,H4AL01123,2020
C00548180,WESTERMAN FOR CONGRESS,HOT SPRINGS,AR,71903,H4AR04048,2020
C00552547,ZELDIN FOR CONGRESS,SHIRLEY,NY,11967,H8NY01148,2020
C00552588,BRENDA LAWRENCE FOR CONGRESS,SOUTHFIELD,MI,48037,H2MI14111,2020
C00558213,DEBBIE DINGELL FOR CONGRESS,DEARBORN,MI,48124,H4MI12079,2020
C00558627,GALLEGO FOR ARIZONA,PHOENIX,AZ,85001,H4AZ07043,2020
C00701417,ALBERT LEE FOR CONGRESS,PORTLAND,OR,97280,H0OR03125,2020
C00701433,CHELE FARLEY FOR CONGRESS INC.,TUXEDO,NY,10987,H0NY18172,2020
C00701490,MARK GAMBA FOR CONGRESS,MILWAUKIE,OR,97269,H0OR05096,2020
C00701557,WES LAMBERT FOR CONGRESS,SPANISH FORT,AL,36527,H0AL01063,2020
C00701599,JON HOADLEY FOR CONGRESS,KALAMAZOO,MI,49005,H0MI06152,2020
C00701706,KIMFORCONGRESS,ADDISON,TX,75001,H0TX24167,2020
C00701730,ELLIS FOR CONGRESS,FESTUS,MO,63028,H8MO08098,2020
C00701763,JASON MROCHEK FOR TEXAS,FRISCO,TX,75033,H0TX26147,2020
C00701847,DICKINSON FOR CONGRESS COMMITTEE,SWISSVALE,PA,15218,H0PA18097,2020
C00701862,REV RUBEN DIAZ FOR CONGRESS,BRONX,NY,10460,H0NY15186,2020
C00701946,ANGELA UNDERWOOD JACOBS FOR CONGRESS,LANCASTER,CA,93536,H0CA25113,2020
C00701953,ADRIANO ESPAILLAT FOR CONGRESS,NEW YORK,NY,10034,H2NY13096,2020
C00702076,AISHA WAHAB FOR CONGRESS,SACRAMENTO,CA,95815,H0CA15213,2020
C00702126,AMANDA FRANKEL FOR CONGRESS,BROOKLYN,NY,11218,H0NY10062,2020
C00702225,CANDACE FOR 24,DALLAS,TX,75370,H0TX24175,2020
C00702399,JOSEPH SANCHEZ FOR CONGRESS,ALCALDE,NM,87511,H0NM03078,2020
C00368522,JOE WILSON FOR CONGRESS,WEST COLUMBIA,SC,291712145,H2SC02059,2020
C00373563,KING FOR CONGRESS,WALL LAKE,IA,514660398,H2IA05072,2020
C00376673,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE,LUTHERVILLE,MD,21094,H2MD02160,2020
C00379735,COLE FOR CONGRESS,NORMAN,OK,73070,H2OK04055,2020
C00703199,CINDY SIEGEL FOR CONGRESS,BELLAIRE,TX,77401,H0TX07188,2020
C00703231,LINDSEY BOYLAN FOR CONGRESS,NEW YORK,NY,10011,H0NY10070,2020
C00703363,MARLA LIVENGOOD FOR CONGRESS 2020,SANTA ANA,CA,92704,H0CA10263,2020
C00703488,CITIZENS FOR EVELYN,WHEATON,IL,60189,H0IL06052,2020
C00703579,SHEILA GRIFFIN FOR CONGRESS,CLEARWATER,FL,33762,H0FL13125,2020
C00703603,MICHAEL BLAKE FOR CONGRESS,NEW YORK,NY,10185,H0NY15194,2020
C00703736,GRADEL FOR CONGRESS,NAPERVILLE,IL,60567,H0IL14163,2020
C00464032,TOM REED FOR CONGRESS,CORNING,NY,14830,H0NY29054,2020
C00469882,KILILI FOR CONGRESS,SAIPAN,MP,96950,H8MP00041,2020
C00472704,JAIME FOR CONGRESS,RIDGEFIELD,WA,986420020,H0WA03187,2020
C00477323,PALAZZO FOR CONGRESS,GULFPORT,MS,39506,H0MS04120,2020
C00482307,ROB WOODALL FOR CONGRESS,LAWRENCEVILLE,GA,300461871,H0GA07133,2020
C00703785,CHARLES DOSSETT FOR CONGRESS,CERES,CA,95307,H0CA10248,2020
C00703843,BICE FOR CONGRESS,OKLAHOMA CITY,OK,73156,H0OK05205,2020
C00704049,TERESA FOR ALL,SANTA FE,NM,87504,H0NM03102,2020
C00704064,NEESE FOR CONGRESS,OKLAHOMA CITY,OK,73157,H0OK05213,2020
C00704262,COMMITTEE TO ELECT DANIEL SMITH JR,MARS,PA,16046,H0PA16026,2020
C00704270,TOM NORTON FOR CONGRESS,ADA,MI,48301,H0MI03266,2020
C00704643,"FRIENDS OF TINA RAMIREZ, INC.",NORTH CHESTERFIELD,VA,23235,H0VA07109,2020
C00704650,BRYNNE KENNEDY FOR CONGRESS,ROCKLIN,CA,95677,H0CA04175,2020
C00704957,MARK CRIPE FOR CONGRESS,LONG BEACH,CA,90802,H0CA25121,2020
C00704981,MICHELLE STEEL FOR CONGRESS,SURFSIDE,CA,90743,H0CA48198,2020
C00704999,ROB ROLLASON FOR CONGRESS,NAGS HEAD,NC,27858,H0NC03388,2020
C00705160,WOOLWORTH FOR CONGRESS,IRVINE,CA,92614,H0CA45111,2020
C00705327,BEN BULLOCK FOR CONGRESS INC.,ATLANTA,GA,30342,H0GA07257,2020
C00290825,NADLER FOR CONGRESS,NEW YORK,NY,10024,H2NY17071,2020
C00301838,STEVE CHABOT FOR CONGRESS,CINCINNATI,OH,452027712,H8OH01043,2020
C00308742,SHERMAN FOR CONGRESS,LOS ANGELES,CA,90017,H6CA24113,2020
C00313247,ROBERT ADERHOLT FOR CONGRESS,HALEYVILLE,AL,35565,H6AL04098,2020
C00705350,ERICH FOR MISSOURI,BOONVILLE,MO,65233,H0MO04227,2020
C00705483,VALERIE PLAME FOR CONGRESS,SANTA FE,NM,87501,H0NM03110,2020
C00706051,DR. LISA SPARKS FOR CONGRESS,NEWPORT BEACH,CA,92660,H0CA45129,2020
C00706168,KIM FOR CONGRESS,MERCED,CA,95340,H0CA16112,2020
C00706226,IHSSANE FOR CONGRESS,BROOKLINE,MA,2446,H0MA04143,2020
C00706242,JOHNNY TEAGUE FOR CONGRESS CAMPAIGN COMMITTEE,HOUSTON,TX,77082,H0TX09176,2020
C00706259,KINA FOR CONGRESS,CHICAGO,IL,60610,H0IL07167,2020
C00706267,ASHLEY HINSON FOR CONGRESS,MARION,IA,52302,H0IA01174,2020
C00706325,MARCO FOR CONGRESS,SANTA FE,NM,87504,H0NM03136,2020
C00706333,BOB ELLIOTT FOR CONGRESS,TRACY,CA,95377,H0CA10271,2020
C00706457,RITA HART FOR IOWA,WHEATLAND,IA,52777,H0IA02156,2020
C00706622,WIECKOWSKI FOR CONGRESS,FREMONT,CA,94538,H0CA15221,2020
C00706671,FRANCES YASMEEN MOTIWALLA FOR CONGRESS,LOS ANGELES,CA,90026,H0CA34115,2020
C00706788,JACOBS FOR CONGRESS,HAMBURG,NY,14075,H0NY27090,2020
C00707257,JIM KENNEDY FOR CONGRESS,MERRITT ISLAND,FL,32954,H0FL08224,2020
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,SPOKANE,WA,992100137,H4WA05077,2020
C00391029,JIM COSTA FOR CONGRESS,FRESNO,CA,937111200,H4CA20082,2020
C00393348,KENNY MARCHANT FOR CONGRESS,CARROLLTON,TX,750110187,H4TX24094,2020
C00395467,JEFF FORTENBERRY FOR UNITED STATES CONGRESS,LINCOLN,NE,68503,H4NE01064,2020
C00395848,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,H4MO05234,2020
C00398941,NEW YORKERS FOR YVETTE D CLARKE,BROOKLYN,NY,11225,H4NY11138,2020
C00707331,COMMITTEE TO ELECT DOUG MEYER FOR CONGRESS,WINCHESTER,TN,37398,H0TN04260,2020
C00707430,JIM LOWER FOR CONGRESS,LANSING,MI,48901,H0MI03274,2020
C00707505,CANNING FOR CONGRESS,SACRAMENTO,CA,95815,H0OR04099,2020
C00707612,"NICOLE RODDEN FOR CONGRESS, INC.",MARIETTA,GA,30007,H0GA06184,2020
C00707638,DIANE FOR COLORADO CD3,STEAMBOAT SPRINGS,CO,80477,H8CO03192,2020
C00707836,BURDICK FOR CONGRESS 2020,SACRAMENTO,CA,95864,H0CA07129,2020
C00707943,RUBANDO FOR CONGRESS,BOWLING GREEN,OH,43402,H0OH05074,2020
C00708156,FRIENDS OF ERICA FOR CONGRESS,NEW YORK,NY,10065,H0NY12183,2020
C00708263,AMANDA MAKKI FOR CONGRESS,ST PETERSBURG,FL,33743,H0FL13133,2020
C00708289,GREENE FOR CONGRESS,ALPHARETTA,GA,30005,H0GA06192,2020
C00708412,"UNTERMAN FOR CONGRESS, INC.",BUFORD,GA,30519,H0GA07299,2020
C00708479,ARBALLO FOR CONGRESS,FRESNO,CA,93650,H0CA22102,2020
C00708529,BOBBY BLIATOUT FOR CONGRESS,SACRAMENTO,CA,95841,H8CA22154,2020
C00708875,KATHY LANDING FOR CONGRESS,CHARLESTON,SC,29417,H0SC01386,2020
C00709006,JESSICA CISNEROS FOR CONGRESS,LAREDO,TX,78045,H0TX28077,2020
C00709063,MURRAY HOLCOMB FOR CONGRESS,ROUND ROCK,TX,78680,H0TX31089,2020
C00496760,AMODEI FOR NEVADA,CARSON CITY,NV,89703,H2NV02395,2020
C00497396,TULSI FOR HAWAI'I,KAPOLEI,HI,96707,H2HI02508,2020
C00498667,MARK TAKANO FOR CONGRESS,RIVERSIDE,CA,92517,H2CA43245,2020
C00499392,VALADAO FOR CONGRESS,FRESNO,CA,93704,H2CA20094,2020
C00499467,TITUS FOR CONGRESS,LAS VEGAS,NV,89170,H8NV03036,2020
C00502294,SWALWELL FOR CONGRESS,DUBLIN,CA,94568,H2CA15094,2020
C00709519,NICK COLVIN FOR CONGRESS,GRAND RAPIDS,MI,49501,H0MI03282,2020
C00709832,JOHN HSU FOR CONGRESS,WOODBRIDGE,NJ,7095,H0NJ06214,2020
C00709915,STAPLETON FOR MONTANA,HELENA,MT,59624,H4MT01033,2020
C00710103,NANCY MACE FOR CONGRESS,CHARLESTON,SC,29492,H0SC01394,2020
C00710111,JACQUELINE TSENG FOR CONGRESS,DULUTH,GA,30096,H0GA07315,2020
C00343871,SCHIFF FOR CONGRESS,LOS ANGELES,CA,90017,H0CA27085,2020
C00345546,CITIZENS TO ELECT RICK LARSEN,EVERETT,WA,98206,H0WA02080,2020
C00289603,LOFGREN FOR CONGRESS,SAN JOSE,CA,95126,H4CA16049,2020
C00415331,CLARKE FOR CONGRESS,HOLLIS,NY,11412,H4NY11138,2020
C00433524,DUNCAN D. HUNTER FOR CONGRESS,EL CAJON,CA,92022,H8CA52052,2020
C00434191,HIMES FOR CONGRESS,FAIRFIELD,CT,6824,H8CT04172,2020
C00536680,HUFFMAN FOR CONGRESS,SAN RAFAEL,CA,94915,H2CA06259,2020
C00545467,HURD FOR CONGRESS,SAN ANTONIO,TX,78245,H0TX23086,2020
C00676668,ROSS SPANO FOR CONGRESS,SEFFNER,FL,33584,H8FL15230,2020
C00677898,FRIENDS OF JAHANA HAYES,WATERBURY,CT,6721,H8CT05245,2020
C00468256,BUCSHON FOR CONGRESS,NEWBURGH,IN,476290250,H0IN08114,2020
C00680934,ILHAN FOR CONGRESS,MINNEAPOLIS,MN,55415,H8MN05239,2020
C00681544,TED HOWZE FOR CONGRESS 2020,HILMAR,CA,95324,H8CA10209,2020
C00683656,MENEFEE FOR CONGRESS,STAFFORD,TX,77477,H0TX09168,2020
C00651547,JOHNNY FOR CONGRESS,GLENDALE,CA,91204,H0CA27127,2020
C00691709,FRIENDS OF MICHAEL WEINSTOCK,GREAT NECK ,NY,11022,H0NY03059,2020
C00696872,JIM 2020 COMMITTEE,SUGAR GROVE,IL,60554,H8IL14083,2020
C00700757,DOUG FOR MICHIGAN,GRAND RAPIDS,MI,49516,H0MI03241,2020
C00678292,COMMITTEE TO ELECT NANCY DAILEY SLOTNICK,PUYALLUP,WA,98371,H8WA10037,2020
C00679720,SAMUEL LEE WILLIAMS JR FOR CONGRESS,EL PASO,TX,79934,H8TX16166,2020
C00691758,KUZMICH FOR CONGRESS,LEWISVILLE,TX,75057,H0TX24142,2020
C00664185,RODOLFO CORTES BARRAGAN COMMITTEE TO ELECT FOR CONGRESS,PARAMOUNT,CA,90723,H8CA40206,2020
C00698241,ARMANI SALADO FOR CONGRESS,WINTER SPRINGS,FL,32708,H0FL07093,2020
C00703504,HOMRICH FOR CONGRESS,ATLANTA,GA,30325,H0GA07224,2020
C00695874,GETTING REPUBLICANS ELECTED FOR GENERATIONS PAC (GREG PAC),WASHINGTON,DC,20003,H8FL17053,2020
C00705236,JOE COLLINS FOR CONGRESS,LOS ANGELES,CA,90045,H0CA43108,2020
C00664797,FRIENDS FOR THORNTON,CARMEL,IN,46033,H8IN05188,2020
C00450049,PAUL TONKO FOR CONGRESS,ALBANY,NY,12206,H8NY21203,2020
C00708388,LIGON 4 CONGRESS,SIERRA VISTA,AZ,85635,H0AZ02224,2020
C00711226,REDMOND FOR CONGRESS,RISON,AR,71665,H0AR02198,2020
C00675785,COMMITTEE TO ELECT JOE PROFIT; THE,COVINGTON,GA,30016,H8GA04125,2020
C00648287,"THE COMMITTEE TO ELECT LISA RING, LLC",SAVANNAH,GA,31419,H8GA01063,2020
C00657411,CONOR LAMB FOR CONGRESS,PITTSBURGH,PA,15234,H8PA18181,2020
C00559393,DAN NEWHOUSE FOR CONGRESS,YAKIMA,WA,989091949,H4WA04104,2020
C00473272,DENHAM FOR CONGRESS,GRANITE BAY,CA,95746,H0CA19173,2020
C00509422,DOUG LAMALFA COMMITTEE,GRANITE BAY,CA,95746,H2CA02142,2020
C00650622,SCHOLTEN4IOWA CAMPAIGN COMMITTEE,SIOUX CITY,IA,51102,H8IA04106,2020
C00648675,FRIENDS OF KEVIN GAITHER,CHARLESTON,IL,61920,H8IL15072,2020
C00676320,UNITED FORWARD 2020 BENZEL FOR CONGRESS,ROCKLIN,CA,95677,H0CA04183,2020
C00646844,CINDY AXNE FOR CONGRESS,WEST DES MOINES,IA,50265,H8IA03124,2020
C00671859,MARIA ELVIRA SALAZAR FOR CONGRESS,MIAMI,FL,332558033,H8FL27185,2020
C00416594,JIM JORDAN FOR CONGRESS,URBANA,OH,430789637,H6OH04082,2020
C00701110,TRACY JENNINGS FOR CONGRESS,WESTCHESTER,IL,60154,H0IL07159,2020
C00649483,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,SPRINGFIELD,IL,627050275,H8IL13150,2020
C00713800,MARK DUMDEI FOR CONGRESS,DALLAS,TX,75231,H0TX32061,2020
C00694935,FRIENDS OF NYANZA DAVIS MOORE,PEARLAND,TX,77584,H0TX22161,2020
C00219881,NITA LOWEY FOR CONGRESS,WHITE PLAINS,NY,10605,H8NY20056,2020
C00259143,LUCILLE ROYBAL-ALLARD FOR CONGRESS,WASHINGTON,DC,20003,H2CA33048,2020
C00693648,KENNETH BELVIN FOR CONGRESS,NEW ROCHELLE,NY,10802,H0NY16127,2020
C00554949,FRIENDS OF DAVE BRAT INC.,GLEN ALLEN,VA,23058,H4VA07143,2020
C00700971,JFK ORGANIZERS,NEW YORK,NY,10037,H0NY13124,2020
C00702282,COMMITTEE TO ELECT DON COX FOR CONGRESS,BELHAVEN,NC,27810,H9NC03017,2020
C00498568,FRIENDS OF CHERI BUSTOS,WASHINGTON,DC,20035,H2IL17071,2020
C00683391,FRIENDS OF FRED WYSOCKI,PROVIDENCE ,RI,2940,H8RI01092,2020
C00697250,"SANDY SMITH FOR SENATE, INC.",GREENVILLE,NC,27836,H0NC03149,2020
C00708511,MARA FOR CALIFORNIA,ENCINITAS,CA,92023,H0CA49139,2020
C00499947,FRIENDS OF DAN KILDEE,FLINT,MI,48501,H2MI05119,2020
C00503110,SCOTT PETERS FOR CONGRESS,SAN DIEGO,CA,92192,H2CA52089,2020
C00553859,DR. BRIAN BABIN FOR CONGRESS,WOODVILLE,TX,759790159,H6TX02079,2020
C00662668,MIKE SIEGEL FOR CONGRESS,AUSTIN,TX,78701,H8TX10110,2020
C00647214,TOM WELLS FOR CONGRESS,GAINESVILLE,FL,32601,H8FL03020,2020
C00610212,MIKE GALLAGHER FOR WISCONSIN,GREEN BAY,WI,54305,H6WI08155,2020
C00649004,MCLEOD-SKINNER FOR OREGON,REDMOND,OR,97756,H8OR02161,2020
C00699181,COLONEL DELUCA FOR CONGRESS,RALEIGH,NC,27613,H0NC03263,2020
C00701508,JOSHUA COLLINS CAMPAIGN COMMITTEE,OLYMPIA,WA,98501,H0WA10018,2020
C00707521,STEVE FOR CONGRESS,BUNNLEVEL,NC,28323,H0NC02091,2020
C00648295,RUSS FULCHER FOR IDAHO,MERIDIAN,ID,836801375,H8ID01124,2020
C00659177,WILLIAMS FOR MONTANA,BOZEMAN,MT,59771,H8MT01232,2020
C00668335,MICHAEL SAN NICOLAS FOR CONGRESS,DEDEDO,GU,96929,H8GU01020,2020
C00669358,SCANLON FOR CONGRESS,SWARTHMORE,PA,19081,H8PA07200,2020
C00443689,PEOPLE FOR BEN,SANTA FE,NM,87594,H8NM03196,2020
C00495846,ANN WAGNER FOR CONGRESS,BALLWIN,DC,63022,H2MO02102,2020
C00502310,FELICIA HARRIS HOSS FOR CONGRESS,PEARLAND,TX,77581,H2TX14123,2020
